employee_id,pay_date,payroll_pretax,payroll_roth,payroll_loan,pay_total,deposit_date,rk_pretax,rk_roth,rk_loan,rk_total,days_to_deposit,is_late,missing_deposit
1,1970-01-01 00:00:00.000000067,0.0,0.0,67.91,67.91,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000038,0.0,0.0,38.49,38.49,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000031,0.0,0.0,31.38,31.38,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000030,0.0,0.0,30.55,30.55,,,,,,,False,True
0,1970-01-01 00:00:00.000000030,0.0,0.0,30.8,30.8,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000068,0.0,0.0,68.36,68.36,,,,,,,False,True
0,1970-01-01 00:00:00.000000040,0.0,0.0,40.79,40.79,,,,,,,False,True
0,1970-01-01 00:00:00.000000057,0.0,0.0,57.28,57.28,,,,,,,False,True
1,1970-01-01 00:00:00.000000088,0.0,0.0,88.91,88.91,,,,,,,False,True
0,1970-01-01 00:00:00.000000019,0.0,0.0,19.91,19.91,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000066,0.0,0.0,66.25,66.25,,,,,,,False,True
0,1970-01-01 00:00:00.000000041,0.0,0.0,41.48,41.48,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000010,0.0,0.0,10.56,10.56,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000068,0.0,0.0,68.96,68.96,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000038,0.0,0.0,38.99,38.99,,,,,,,False,True
0,1970-01-01 00:00:00.000000035,0.0,0.0,35.87,35.87,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000029,0.0,0.0,29.13,29.13,,,,,,,False,True
0,1970-01-01 00:00:00.000000085,0.0,0.0,85.61,85.61,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000026,0.0,0.0,26.3,26.3,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
1,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
1,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
1,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
1,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
1,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
1,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
1,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
1,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000015,0.0,0.0,15.26,15.26,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000039,0.0,0.0,39.26,39.26,,,,,,,False,True
0,1970-01-01 00:00:00.000000014,0.0,0.0,14.81,14.81,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000072,0.0,0.0,72.68,72.68,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000058,0.0,0.0,58.16,58.16,,,,,,,False,True
0,1970-01-01 00:00:00.000000029,0.0,0.0,29.44,29.44,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000039,0.0,0.0,39.03,39.03,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000053,0.0,0.0,53.71,53.71,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000077,0.0,0.0,77.51,77.51,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000020,0.0,0.0,20.37,20.37,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000055,0.0,0.0,55.15,55.15,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000033,0.0,0.0,33.74,33.74,,,,,,,False,True
0,1970-01-01 00:00:00.000000024,0.0,0.0,24.36,24.36,,,,,,,False,True
0,1970-01-01 00:00:00.000000029,0.0,0.0,29.63,29.63,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000038,0.0,0.0,38.15,38.15,,,,,,,False,True
0,1970-01-01 00:00:00.000000025,0.0,0.0,25.42,25.42,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000010,0.0,0.0,10.05,10.05,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000069,0.0,0.0,69.9,69.9,,,,,,,False,True
0,1970-01-01 00:00:00.000000017,0.0,0.0,17.61,17.61,,,,,,,False,True
0,1970-01-01 00:00:00.000000071,0.0,0.0,71.47,71.47,,,,,,,False,True
0,1970-01-01 00:00:00.000000027,0.0,0.0,27.19,27.19,,,,,,,False,True
0,1970-01-01 00:00:00.000000049,0.0,0.0,49.68,49.68,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000079,0.0,0.0,79.87,79.87,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000025,0.0,0.0,25.71,25.71,,,,,,,False,True
0,1970-01-01 00:00:00.000000047,0.0,0.0,47.15,47.15,,,,,,,False,True
0,1970-01-01 00:00:00.000000018,0.0,0.0,18.92,18.92,,,,,,,False,True
0,1970-01-01 00:00:00.000000079,0.0,0.0,79.31,79.31,,,,,,,False,True
0,1970-01-01 00:00:00.000000088,0.0,0.0,88.43,88.43,,,,,,,False,True
0,1970-01-01 00:00:00.000000053,0.0,0.0,53.51,53.51,,,,,,,False,True
1,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
1,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
1,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
1,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
1,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
1,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
1,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
1,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
0,1970-01-01 00:00:00.000000000,0.0,0.0,0.0,0.0,,,,,,,False,True
